çürütüldüğünü	O	tr
anladığında	O	tr
sinirlerine	O	tr
hakim	O	tr
olamadı	O	tr
.	O	tr

İçim	B-IDIOM	tr
eriyor	I-IDIOM	tr
sen	O	tr
gittin	O	tr
gideli	O	tr
,	O	tr
dışım	O	tr
yanıyor	O	tr
bir	O	tr
Aralık	O	tr
akşamında	O	tr
.	O	tr

Meydana	B-IDIOM	tr
daha	O	tr
sonra	O	tr
gelen	I-IDIOM	tr
felaketler	O	tr
bu	O	tr
devletin	O	tr
de	O	tr
sonunu	O	tr
getirmişti	O	tr
.	O	tr

sıkı	B-IDIOM	tr
dur	I-IDIOM	tr
hadi	O	tr
az	O	tr
kaldı	O	tr

Çok	O	tr
ayıp	O	tr
etmiş	O	tr
,	O	tr
onu	O	tr
defterden	B-IDIOM	tr
silsen	I-IDIOM	tr
yeridir	O	tr
.	O	tr

Annem	O	tr
öç	O	tr
ok	O	tr
sıkı	B-IDIOM	tr
kurallarla	O	tr
duruyor	I-IDIOM	tr

Ele	B-IDIOM	tr
almak	I-IDIOM	tr
gerekli	O	tr
mi	O	tr
sizce	O	tr
bu	O	tr
problemi	O	tr
?	O	tr

sıkı	B-IDIOM	tr
durun	I-IDIOM	tr
mehmetçikler	O	tr
,	O	tr
zafer	O	tr
bizimdir	O	tr

Steam	O	tr
deki	O	tr
hesabını	O	tr
vermek	O	tr
istememiş	O	tr

Ortaya	B-IDIOM	tr
koyduğun	I-IDIOM	tr
performans	O	tr
harikaydı	O	tr
.	O	tr

Söylediklerimi	O	tr
dinlemeden	O	tr
karşı	B-IDIOM	tr
çıkıyorsun	I-IDIOM	tr

Ağırlık	B-IDIOM	tr
verdim	I-IDIOM	tr
eksik	O	tr
konulara	O	tr

Bu	O	tr
konuya	O	tr
yer	B-IDIOM	tr
de	O	tr
vermek	I-IDIOM	tr
isterim	O	tr
ama	O	tr
yeterli	O	tr
vaktimiz	O	tr
yok	O	tr
.	O	tr

ilk	O	tr
maaşımı	O	tr
alınca	O	tr
veresiye	O	tr
defterinden	O	tr
adımı	O	tr
sildireceğim	O	tr

Ağaçları	O	tr
kesilen	O	tr
o	O	tr
meydanın	O	tr
ne	O	tr
hale	O	tr
geldiğine	O	tr
inanamayacaksın	O	tr

Zamanında	O	tr
ektiğim	O	tr
incir	O	tr
ağacı	O	tr
etrafında	O	tr
ki	O	tr
bitkileri	O	tr
öldürüyor	O	tr

Bu	O	tr
işin	O	tr
sonunda	O	tr
hesap	B-IDIOM	tr
veren	I-IDIOM	tr
sen	O	tr
olacaksın	O	tr

Üst	O	tr
üste	O	tr
kendi	O	tr
içi	O	tr
aldığı	O	tr
kararlar	O	tr
onu	O	tr
zor	O	tr
duruma	O	tr
düşürdü	O	tr
.	O	tr

Tatilciler	O	tr
sahillerde	O	tr
yerlerini	B-IDIOM	tr
aldılar	I-IDIOM	tr
.	O	tr

Asansörde	O	tr
direk	O	tr
karşıma	O	tr
o	O	tr
çıktı	O	tr

Saçlarımı	O	tr
bir	O	tr
ton	O	tr
açarken	O	tr
ellerim	O	tr
hep	O	tr
boya	O	tr
oldu	O	tr

Meydana	O	tr
Noel	O	tr
babanın	O	tr
gelmesi	O	tr
çocukları	O	tr
sevindirdi	O	tr
.	O	tr

Ayakta	O	tr
güçlükle	O	tr
dururken	O	tr
,	O	tr
sıkı	O	tr
sıkı	O	tr
sarılarak	O	tr
birbirimize	O	tr
destek	O	tr
olduk	O	tr

suya	O	tr
ulaşmak	O	tr
için	O	tr
dağın	O	tr
eteklerinde	O	tr
üste	O	tr
doğru	O	tr
çıkmamız	O	tr
gerek	O	tr

Başak	O	tr
hanım	O	tr
birinciliği	O	tr
elimden	O	tr
alarak	O	tr
adeta	O	tr
yaralı	O	tr
parmağıma	O	tr
tuz	O	tr
basmıştı	O	tr

Bu	O	tr
projede	O	tr
üstüne	B-IDIOM	tr
sorumluluk	O	tr
mu	O	tr
alacakmış	I-IDIOM	tr
,	O	tr
çok	O	tr
şaşırdım	O	tr
doğrusu	O	tr

Buradan	O	tr
geçerken	O	tr
dikkatli	O	tr
ol	O	tr
sonra	O	tr
başın	O	tr
ağrımasın	O	tr
.	O	tr

Herkese	O	tr
karşı	B-IDIOM	tr
çıkmak	I-IDIOM	tr
muhalif	O	tr
kişilerin	O	tr
bir	O	tr
alışkanlığı	O	tr
sanırım	O	tr
.	O	tr

İstiyoruz	O	tr
ki	O	tr
toplumumuzun	O	tr
her	O	tr
kesimi	O	tr
bu	O	tr
alanda	O	tr
üzerine	O	tr
düşeni	O	tr
yapsın	O	tr
,	O	tr
kabiliyetini	O	tr
ortaya	B-IDIOM	tr
koysun	I-IDIOM	tr
.	O	tr

Hesabını	B-IDIOM	tr
veremeyeceğin	I-IDIOM	tr
sorumluluğun	O	tr
altına	O	tr
girme	O	tr
!	O	tr

Geçen	O	tr
toplantıda	O	tr
müdür	O	tr
sayıp	B-IDIOM	tr
dökmekten	I-IDIOM	tr
başka	O	tr
birşey	O	tr
konuşulmadı	O	tr
.	O	tr

Matematikçimiz	O	tr
her	O	tr
sınavdan	O	tr
önce	O	tr
“	O	tr
Bu	O	tr
sefer	O	tr
ayvayı	B-IDIOM	tr
yediniz	I-IDIOM	tr
”	O	tr
diye	O	tr
anlamsız	O	tr
bir	O	tr
şaka	O	tr
yapardı	O	tr
.	O	tr

Bu	O	tr
yarıştan	O	tr
birinci	O	tr
çıkmak	O	tr
ona	O	tr
karşı	O	tr
kazandığım	O	tr
ilk	O	tr
zafer	O	tr
değil	O	tr

Kayalıklara	O	tr
çıkan	O	tr
kız	O	tr
karşı	O	tr
kıyıyı	O	tr
zor	O	tr
görüyordu	O	tr

Tehlikelere	O	tr
karşı	O	tr
balkona	O	tr
çıkıp	O	tr
nöbet	O	tr
tuttular	O	tr
.	O	tr

Lokanta	O	tr
da	O	tr
hesabı	O	tr
veremeyince	O	tr
bize	O	tr
bulaşıklar	O	tr
kaldı😅	O	tr

Tüm	O	tr
koltuklar	O	tr
dolu	O	tr
olunca	O	tr
bana	O	tr
kendi	O	tr
yerini	O	tr
verdi	O	tr
.	O	tr

Terapistinin	O	tr
isteği	O	tr
üzerine	O	tr
gözlerini	O	tr
yumdu	O	tr
ve	O	tr
geçmişte	O	tr
onu	O	tr
çok	O	tr
üzen	O	tr
bir	O	tr
anısını	O	tr
düşünmeye	O	tr
başladı	O	tr
.	O	tr

Basamak	B-IDIOM	tr
bile	O	tr
yaptın	I-IDIOM	tr
ya	O	tr
beni	O	tr
,	O	tr
helal	O	tr
olsun	O	tr
!	O	tr

Buradan	O	tr
her	O	tr
geçtiğinde	O	tr
başına	O	tr
kötü	O	tr
bir	O	tr
şey	O	tr
geleceğine	O	tr
inanıyor	O	tr

Duman	O	tr
grubu	O	tr
hiç	O	tr
sıkı	O	tr
durmaz	O	tr
.	O	tr

Zaman	B-IDIOM	tr
kazanmaya	I-IDIOM	tr
odaklanmıştım	O	tr
,	O	tr
gözüm	O	tr
hiçbir	O	tr
şey	O	tr
görmüyordu	O	tr
.	O	tr

Çelenkleri	O	tr
koymak	O	tr
için	O	tr
bütün	O	tr
partiler	O	tr
meydana	O	tr
geldi	O	tr

Sevgilimin	O	tr
karşısına	O	tr
bu	O	tr
kılıkla	O	tr
mı	O	tr
çıkacağım	O	tr
?	O	tr

Televizyon	O	tr
izleyerek	O	tr
bütün	O	tr
zamanını	B-IDIOM	tr
öldürüyordu	I-IDIOM	tr

Oğlum	O	tr
her	O	tr
fırsatta	O	tr
bir	O	tr
bahane	O	tr
öne	B-IDIOM	tr
sürüyor	I-IDIOM	tr
dışarı	O	tr
çıkmamak	O	tr
için	O	tr
.	O	tr

üstüne	B-IDIOM	tr
aldığın	I-IDIOM	tr
bu	O	tr
pisliğin	O	tr
farkında	O	tr
mısın	O	tr
dostun	O	tr

O	O	tr
da	O	tr
sayıp	B-IDIOM	tr
dökmeye	I-IDIOM	tr
başladıysa	O	tr
gerçekten	O	tr
sorun	O	tr
büyük	O	tr
olmalı	O	tr
.	O	tr

Televizyonda	O	tr
çıkan	O	tr
reklamlar	O	tr
hep	O	tr
zaman	B-IDIOM	tr
öldürüyor	I-IDIOM	tr
.	O	tr

Yer	B-IDIOM	tr
verdiğin	I-IDIOM	tr
hususların	O	tr
altını	O	tr
da	O	tr
çizer	O	tr
misin	O	tr
?	O	tr

Yola	O	tr
çık	O	tr
,	O	tr
karşı	O	tr
köye	O	tr
var	O	tr
ve	O	tr
beni	O	tr
bekle	O	tr

bugün	O	tr
parka	O	tr
büyük	O	tr
bir	O	tr
salıncak	O	tr
meydana	O	tr
geldi	O	tr

o	O	tr
aile	O	tr
bizim	O	tr
defterimizden	O	tr
bu	O	tr
olayla	O	tr
silindi	O	tr
biline	O	tr

Tokalarını	O	tr
ortaya	O	tr
dökmeden	O	tr
önce	O	tr
bir	O	tr
saysaydın	O	tr

Bu	O	tr
soğuk	O	tr
kış	O	tr
gününde	O	tr
üstüne	O	tr
bir	O	tr
şey	O	tr
almadan	O	tr
dışarı	O	tr
çıkmış	O	tr

Yeter	O	tr
be	O	tr
ağla	O	tr
ağla	O	tr
içini	O	tr
kuruttun	O	tr
;	O	tr
anladık	O	tr
üzgünsün	O	tr
,	O	tr
için	B-IDIOM	tr
eriyor	I-IDIOM	tr
ama	O	tr
toparlan	O	tr
biraz	O	tr
!	O	tr

Itfaiyeciler	O	tr
meydana	O	tr
geldiğinde	O	tr
yangın	O	tr
çoktan	O	tr
evi	O	tr
küle	O	tr
çevirmişti	O	tr
.	O	tr

Zalime	O	tr
el	B-IDIOM	tr
açmamak	I-IDIOM	tr
için	O	tr
ne	O	tr
yapacağını	O	tr
şaşırdı	O	tr
.	O	tr

Üst	O	tr
balkondan	O	tr
eşya	O	tr
attılar	O	tr
.	O	tr

Karşıdan	O	tr
araba	O	tr
sinyal	O	tr
vermeden	O	tr
çıktı	O	tr
dikkat	O	tr
et	O	tr
.	O	tr

Ben	O	tr
tek	O	tr
siz	O	tr
hepiniz	O	tr
çıksanız	I-IDIOM	tr
da	O	tr
karşıma	B-IDIOM	tr
yine	O	tr
de	O	tr
kazanacağım	O	tr
.	O	tr

Bu	O	tr
düşünceyi	O	tr
öne	B-IDIOM	tr
sürenler	I-IDIOM	tr
arasında	O	tr
bu	O	tr
firmanın	O	tr
kurucusu	O	tr
da	O	tr
vardı	O	tr
.	O	tr

Aldığım	O	tr
bu	O	tr
puanlarla	O	tr
sıralamanın	O	tr
üstüne	O	tr
çıkmayı	O	tr
garantiledim	O	tr

Bu	O	tr
iş	O	tr
olmazsa	O	tr
ayvayı	B-IDIOM	tr
yeriz	I-IDIOM	tr
.	O	tr

Karşıdaki	O	tr
ağaca	O	tr
çıkarsan	O	tr
daha	O	tr
güzel	O	tr
erikler	O	tr
toplayabilirsin	O	tr
.	O	tr

Ağır	O	tr
bir	O	tr
çantayı	O	tr
bana	O	tr
verdi	O	tr

Erkeklerin	O	tr
mal	O	tr
gibi	O	tr
kahvede	O	tr
oturarak	O	tr
zaman	B-IDIOM	tr
öldürdüğü	I-IDIOM	tr
,	O	tr
kadınların	O	tr
3	O	tr
kuruş	O	tr
para	O	tr
kazanmak	O	tr
için	O	tr
saatlerce	O	tr
tarlada	O	tr
çalıştığı	O	tr
bir	O	tr
coğrafyada	O	tr
büyüyen	O	tr
bizlere	O	tr
bu	O	tr
romantizm	O	tr
fazla	O	tr
yavan	O	tr
geldi	O	tr

Eriyen	O	tr
dondurmasını	O	tr
yerken	O	tr
,	O	tr
derin	O	tr
bir	O	tr
iç	O	tr
çekti	O	tr
.	O	tr

Patlayan	O	tr
silahın	O	tr
elinde	O	tr
açtığı	O	tr
yara	O	tr
en	O	tr
az	O	tr
3	O	tr
ayda	O	tr
iyileşir	O	tr
.	O	tr

Yağmurdan	O	tr
sonra	O	tr
güneş	O	tr
açınca	O	tr
meydana	B-IDIOM	tr
gökkuşağı	O	tr
gelir	I-IDIOM	tr
.	O	tr

İşi	O	tr
yapmamak	O	tr
için	O	tr
bana	O	tr
bahaneler	O	tr
öne	B-IDIOM	tr
sürüyor	I-IDIOM	tr
.	O	tr

Tüm	O	tr
yaşamı	O	tr
boyunca	O	tr
Ege	O	tr
sahillerinde	O	tr
küçük	O	tr
bir	O	tr
yer	O	tr
almak	O	tr
için	O	tr
çalıştı	O	tr
.	O	tr

Basamağımız	O	tr
yapılmış	O	tr
,	O	tr
artık	O	tr
çıkabiliriz	O	tr
.	O	tr

Domates	O	tr
kasalarını	O	tr
dökmeden	O	tr
önce	O	tr
say	O	tr
bakalım	O	tr
kaç	O	tr
tane	O	tr
varmış	O	tr

Bu	O	tr
notların	O	tr
hesabını	B-IDIOM	tr
bana	O	tr
vermek	I-IDIOM	tr
zorundasın	O	tr

Kalemleri	O	tr
sayarken	O	tr
masadaki	O	tr
suyu	O	tr
döktü	O	tr
.	O	tr

Cumhuriyet	O	tr
’	O	tr
in	O	tr
ortaya	B-IDIOM	tr
koyduğu	I-IDIOM	tr
manayı	O	tr
hep	O	tr
birlikte	O	tr
anlamak	O	tr
mecburiyetindeyiz	O	tr
.	O	tr

Sıkı	B-IDIOM	tr
durursan	I-IDIOM	tr
kimse	O	tr
seni	O	tr
yolundan	O	tr
çeviremez	O	tr

Karşımıza	O	tr
çıkan	O	tr
sıkıcı	O	tr
hatalarla	O	tr
,	O	tr
bugün	O	tr
bizi	O	tr
yordun	O	tr
Dodo	O	tr

Bu	O	tr
kez	O	tr
gerçekten	O	tr
ayvayı	B-IDIOM	tr
yedik	I-IDIOM	tr
.	O	tr
''	O	tr

Gönlümde	O	tr
iz	B-IDIOM	tr
bırakanlar	I-IDIOM	tr
albümü	O	tr
yakında	O	tr
piyasaya	O	tr
çıkacak	O	tr

radyoda	O	tr
en	O	tr
yeni	O	tr
şarkılar	O	tr
karşıma	O	tr
çıktı	O	tr

Kedinin	O	tr
tasması	O	tr
biraz	O	tr
sıkı	O	tr
duruyor	O	tr
,	O	tr
esnetsen	O	tr
iyi	O	tr
olur	O	tr
.	O	tr

Ayşe	O	tr
kardeşinin	O	tr
karalamalarını	O	tr
defterinden	O	tr
sildi	O	tr
.	O	tr

Bütün	O	tr
zorluklara	O	tr
rağmen	O	tr
yeni	O	tr
bir	O	tr
işe	O	tr
adım	B-IDIOM	tr
attı	I-IDIOM	tr
.	O	tr

Yerde	O	tr
duran	O	tr
kolileri	O	tr
sıkı	O	tr
sıkı	O	tr
bantlamamız	O	tr
gerekiyormuş	O	tr

Zaman	O	tr
,	O	tr
kazanma	O	tr
zamani	O	tr
.	O	tr

Sınav	O	tr
esnasında	O	tr
meydana	B-IDIOM	tr
gelen	I-IDIOM	tr
elektrik	O	tr
kesintisi	O	tr
bütün	O	tr
öğrencileri	O	tr
zor	O	tr
durumda	O	tr
bıraktı	O	tr

Ayak	O	tr
izini	O	tr
bırakmış	O	tr
kumsala	O	tr

Bir	O	tr
zamanlar	O	tr
bu	O	tr
oyunda	O	tr
hep	O	tr
ben	O	tr
kazandırdım	O	tr

Bu	O	tr
eli	O	tr
açmalı	O	tr
mı	O	tr
açmamalı	O	tr
mı	O	tr
?	O	tr

sıkı	O	tr
duran	O	tr
kemerini	O	tr
gevşetti	O	tr

Büyük	O	tr
hezeyan	O	tr
meydana	B-IDIOM	tr
geldi	I-IDIOM	tr

Sıkı	B-IDIOM	tr
durun	I-IDIOM	tr
,	O	tr
Gondor'un	O	tr
işaret	O	tr
kuleleri	O	tr
yanıyor	O	tr
!	O	tr

Kaç	O	tr
gündür	O	tr
aldığı	O	tr
birinciliğin	O	tr
üstüne	O	tr
bu	O	tr
yenilgi	O	tr
yakışmaz	O	tr

Bilet	O	tr
sırasında	O	tr
yerini	O	tr
bu	O	tr
teyzeye	O	tr
vermek	O	tr
ister	O	tr
misin	O	tr
?	O	tr

Fikirlerini	O	tr
o	O	tr
kadar	O	tr
iyi	O	tr
savunuyordu	O	tr
ki	O	tr
,	O	tr
karşı	B-IDIOM	tr
çıkan	I-IDIOM	tr
insanlar	O	tr
kendilerini	O	tr
onu	O	tr
desteklerken	O	tr
buluyordu	O	tr
.	O	tr

hesapları	B-IDIOM	tr
verdikten	I-IDIOM	tr
sonra	O	tr
kontrol	O	tr
etmesi	O	tr
için	O	tr
bir	O	tr
mühendisi	O	tr
görevlendirdi	O	tr
.	O	tr

Kendini	O	tr
(	O	tr
yeniden	O	tr
)	O	tr
inşa	O	tr
etmek	O	tr
önce	O	tr
oturup	O	tr
bir	O	tr
masaya	O	tr
elimize	O	tr
alacağımız	O	tr
bir	O	tr
kağıt	O	tr
kalemle	O	tr
kendini	O	tr
tanımlamayla	O	tr
başlar	O	tr
.	O	tr

üst	O	tr
sıralara	O	tr
çıkmalıyım	O	tr

Bahçeye	O	tr
çıkan	O	tr
kedi	O	tr
karşı	O	tr
binanın	O	tr
çatısına	O	tr
çıkmaya	O	tr
çalıştı	O	tr

şampiyonluğuna	O	tr
karşı	O	tr
çıkmak	O	tr
için	O	tr
aşağıdan	O	tr
sigortayı	O	tr
kapatıp	O	tr
elektriği	O	tr
kestiler	O	tr
galiba	O	tr

Elini	O	tr
koyduğu	O	tr
taş	O	tr
bir	O	tr
anda	O	tr
taş	O	tr
duvarın	O	tr
içine	O	tr
girdi	O	tr
ve	O	tr
büyük	O	tr
bir	O	tr
gürültü	O	tr
koptu	O	tr
.	O	tr

Yaptığı	O	tr
hata	O	tr
için	O	tr
annesine	O	tr
hesap	B-IDIOM	tr
verdi	I-IDIOM	tr
.	O	tr

Alındığını	O	tr
bilseydim	O	tr
üst	O	tr
üste	O	tr
söylemedim	O	tr
yap	O	tr
diye	O	tr

Kredi	O	tr
kartı	O	tr
hesabımın	O	tr
borcunu	O	tr
kim	O	tr
verecek	O	tr
?	O	tr

film	O	tr
gösterimi	O	tr
sonrası	O	tr
insanların	O	tr
yüzünde	O	tr
gülümse	O	tr
meydana	B-IDIOM	tr
geldi	I-IDIOM	tr

Bulaşık	O	tr
yıkarken	O	tr
boşa	O	tr
dökülen	O	tr
suyun	O	tr
,	O	tr
kaç	O	tr
yıllık	O	tr
kuraklığa	O	tr
çözüm	O	tr
olabileceğini	O	tr
sayılması	O	tr
isterdim	O	tr
.	O	tr

Tüm	O	tr
bu	O	tr
olayların	O	tr
yolunu	B-IDIOM	tr
açan	I-IDIOM	tr
yine	O	tr
sizin	O	tr
yaklaşımlarınız	O	tr
.	O	tr

Çam	O	tr
ağacının	O	tr
üstüne	O	tr
aldığım	O	tr
renkli	O	tr
ışıkları	O	tr
asacağım	O	tr

Masada	O	tr
elma	O	tr
ve	O	tr
ayva	O	tr
vardı	O	tr
,	O	tr
ben	O	tr
ayvayı	O	tr
yedim	O	tr

Her	O	tr
zaman	O	tr
kazanmak	O	tr
isteyen	O	tr
oyuncularla	O	tr
olmalıyız	O	tr
.	O	tr

Bir	O	tr
de	O	tr
bana	O	tr
karşı	B-IDIOM	tr
mı	O	tr
çıkacakmış	I-IDIOM	tr
?	O	tr

Defterinden	O	tr
şu	O	tr
karalamaları	O	tr
sil	O	tr
.	O	tr

Üst	O	tr
kat	O	tr
senin	O	tr
için	O	tr
tehlikeli	O	tr
,	O	tr
oraya	O	tr
çıkma	O	tr
!	O	tr

Alınacağını	I-IDIOM	tr
bilsem	O	tr
direk	O	tr
üst	B-IDIOM	tr
kata	O	tr
cikardım	O	tr
yanında	O	tr
oturmazdım	O	tr

Öne	B-IDIOM	tr
sürülen	I-IDIOM	tr
örnek	O	tr
cümlelerin	O	tr
çoğunda	O	tr
istenen	O	tr
çeşitlilik	O	tr
sağlanamadı	O	tr
.	O	tr

Karşı	O	tr
takımın	O	tr
kalecisi	O	tr
oyundan	O	tr
çıkmak	O	tr
istiyor	O	tr
.	O	tr

Adımını	O	tr
atarken	O	tr
dikkat	O	tr
etmeyen	O	tr
çocuk	O	tr
taşa	O	tr
takılıp	O	tr
boylu	O	tr
boyunca	O	tr
yere	O	tr
uzandı	O	tr
.	O	tr

Ablamın	O	tr
başından	O	tr
geçenleri	O	tr
düşündükçe	O	tr
kahroluyorum	O	tr

Allah	O	tr
kimseye	O	tr
el	B-IDIOM	tr
açtırmasın	I-IDIOM	tr

Babaannem	O	tr
nazar	O	tr
duası	O	tr
okurken	O	tr
kollarımızı	O	tr
sıvar	O	tr
,	O	tr
sırtımızı	O	tr
ovar	O	tr
bit	O	tr
yandan	O	tr
okur	O	tr
bir	O	tr
yandan	O	tr
da	O	tr
hafif	O	tr
bir	O	tr
masaj	O	tr
yapardı	O	tr
anlayacağın	O	tr
.	O	tr

Zaman	O	tr
zaman	O	tr
beni	O	tr
o	O	tr
yoran	O	tr
düşüncelerin	O	tr
kazanmasına	O	tr
izin	O	tr
vermicem	O	tr

İşini	O	tr
yapmak	O	tr
yerine	O	tr
internette	O	tr
sürekli	O	tr
video	O	tr
izleyerek	O	tr
zamanını	B-IDIOM	tr
mı	O	tr
öldürüyorsun	I-IDIOM	tr
.	O	tr

Üste	B-IDIOM	tr
çıkmaya	I-IDIOM	tr
çalışmadan	O	tr
da	O	tr
çözebiliriz	O	tr
bu	O	tr
meseleyi	O	tr
.	O	tr

Ellerini	O	tr
omuz	O	tr
genişliğinde	O	tr
açarak	O	tr
öne	O	tr
eğil	O	tr
ve	O	tr
avuçlarını	O	tr
yere	O	tr
koy	O	tr
.	O	tr

Elini	O	tr
vicdanına	O	tr
koyan	O	tr
herkes	O	tr
olanlardan	O	tr
kimin	O	tr
sorumlu	O	tr
olduğunu	O	tr
itiraf	O	tr
edecektir	O	tr
.	O	tr

Eğitim	O	tr
sistemine	O	tr
karşı	B-IDIOM	tr
mı	O	tr
çıkıyor	I-IDIOM	tr
?	O	tr

Kadına	O	tr
şiddet	O	tr
konusuna	O	tr
ağırlık	B-IDIOM	tr
vermeniz	I-IDIOM	tr
farkındalığın	O	tr
artmasına	O	tr
sebep	O	tr
oldu	O	tr

Elinde	O	tr
tuttuğu	O	tr
gülün	O	tr
açılmasını	O	tr
hayretle	O	tr
izliyordu	O	tr
.	O	tr

Oğlumun	O	tr
ilk	O	tr
adım	O	tr
atışını	O	tr
görememek	O	tr
bir	O	tr
ömür	O	tr
boyu	O	tr
içimde	O	tr
ukte	O	tr
kalacak	O	tr
.	O	tr

Bu	O	tr
hafta	O	tr
Ankara	O	tr
’	O	tr
da	O	tr
bir	O	tr
yer	O	tr
alacağız	O	tr
.	O	tr

Geç	O	tr
vakitte	O	tr
apar	O	tr
topar	O	tr
evden	O	tr
çıkmak	O	tr
isterken	O	tr
karşı	O	tr
dairedeki	O	tr
köpekle	O	tr
burun	O	tr
buruna	O	tr
geldi	O	tr

İzmir	O	tr
'	O	tr
e	O	tr
vardığımız	O	tr
zaman	O	tr
kazanmak	O	tr
için	O	tr
ne	O	tr
gerekiyorsa	O	tr
yapalım	O	tr
.	O	tr

Küsen	O	tr
işçi	O	tr
vincin	O	tr
tepesine	O	tr
çıkıp	O	tr
karşıdaki	O	tr
dağları	O	tr
izlemeye	O	tr
başladı	O	tr
.	O	tr

Kazan	O	tr
zamanında	O	tr
çok	O	tr
kullanılmış	O	tr
.	O	tr

Normalde	O	tr
çok	O	tr
sessizdir	O	tr
nasıl	O	tr
oldu	O	tr
da	O	tr
böyle	O	tr
sayıp	B-IDIOM	tr
döktü	I-IDIOM	tr
.	O	tr

Bugün	O	tr
ayvayı	B-IDIOM	tr
ben	O	tr
yedim	I-IDIOM	tr
,	O	tr
bakalım	O	tr
yarın	O	tr
kime	O	tr
patlayacak	O	tr
bu	O	tr
olay	O	tr
.	O	tr

Bugün	O	tr
yirmi	O	tr
bin	O	tr
adım	O	tr
atmışım	O	tr
.	O	tr

Hepsini	O	tr
hesap	B-IDIOM	tr
verme	I-IDIOM	tr
korkusu	O	tr
sardı	O	tr
.	O	tr

Öğrencilerin	O	tr
oyun	O	tr
hamuruyla	O	tr
ortaya	B-IDIOM	tr
koyduğu	I-IDIOM	tr
küçük	O	tr
şekiller	O	tr
çok	O	tr
sirindi	O	tr
.	O	tr

Sınavda	O	tr
hangi	O	tr
konulara	O	tr
ağırlık	B-IDIOM	tr
vereceksiniz	I-IDIOM	tr
?	O	tr

Sıkı	O	tr
dur	O	tr
,	O	tr
şut	O	tr
çekeceğim	O	tr
.	O	tr

Konuyu	O	tr
her	O	tr
türlü	O	tr
ele	B-IDIOM	tr
aldıktan	I-IDIOM	tr
sonra	O	tr
ancak	O	tr
anlayabildim	O	tr
.	O	tr

Bazı	O	tr
zaman	O	tr
yönetimi	O	tr
tavsiyelerine	O	tr
uyarak	O	tr
günde	O	tr
1	O	tr
saat	O	tr
fazladan	O	tr
kazanabilirsiniz	O	tr
.	O	tr

spor	O	tr
salonunda	O	tr
cıkmak	O	tr
bilmedi	O	tr
bu	O	tr
